Title,Company,Ratings,Experience,Salary,Location,Job_Post_History,Skills,Description
Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,4.6,3-7 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['reports', 'automation', 'be', 'good communication skills', 'sql pl sql', 'data warehousing', 'dashboards', 'data analyst']", QlikView for dashboards and management reporting (preferred) Should be from Analytics/ ...
Data Analyst,Indium Software (India) Limited,4.2,NA,Not disclosed,,8 Days Ago,"['python', 'Data Visualization', 'SQL', 'powerbi', 'data analyst']", Should be an individual contributor for initial few months based on project movement te...
Data Analyst,TEKION,4.1,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Product Development', 'R', 'Business Solutions', 'Algorithms', 'Computer Science', 'Big Data', 'Data Analyst', 'Machine Learning']", A drive to learn and master new technologies and techniques We re looking for someone w...
Data Analyst,Mindshare India Pvt Ltd,4,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data analysis', 'Google Analytics', 'Web analytics', 'Analytical', 'Social media', 'Regression analysis', 'MS Office', 'Data mining']"," Bachelor s or advanced degree in quantitative marketing, economics, mathematics, statis..."
Hiring ML- Data Analyst For Bangalore & Kochi,Ignitarium Technology Solutions Private Limited,4.6,3-8 Yrs,Not disclosed,"Kochi/Cochin, Bangalore/Bengaluru",30+ Days Ago,"['Data Structures', 'Machine Learning', 'Python', 'Java', 'PyTorch', 'Data Analytics', 'communication', 'software architecture']", Proven experience as a Machine Learning Engineer or similar role
Data Analyst,Diverse Lynx,2.7,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['SQL', 'assurance', 'IT Skills', 'Quality Assurance', 'metadata', 'Manager Quality Assurance', 'Data Analyst', 'Management']", Experience in analyzing existing tools and databases and provide software solution reco...
Data Analyst,Servian,4.7,1-6 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['IT Skills', 'Quality Assurance', 'Cloud', 'AWS', 'Azure', 'Data analysis', 'Manager Quality Assurance', 'Data modeling']", Professional development: We invest heavily in professional development both technicall...
Data Analyst,Data Semantics,4.1,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Python', 'Machine Learning', 'Cloud', 'Product Management', 'AWS', 'Tableau', 'IT services']"," Working experience on Python, R Programming, Scala, Apache Spark, AWS Redshift is mustB..."
Data Analyst,Capital Placement Services,4.1,1-6 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",30+ Days Ago,"['Computer science', 'Data analysis', 'Publishing', 'Excel', 'Analytical', 'Business intelligence', 'Database Administrator', 'digital transformation']", Experience in integrating Power BI reports into web applications using Power BI Service...
Data Analyst,Intrics Solutions Private Limited,4.1,1-2 Yrs,Not disclosed,Noida,1 Day Ago,"['excel', 'data analysis', 'SQL Server', 'written', 'verbal', 'MySQL', 'communication']", Analyze the project requirement Maintain all the documents that are required for the pr...
Data Analyst,Z2Plus Placement & Security Agency Pvt. Ltd.,4.1,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Industry research', 'Marketing programs', 'Statistical modeling', 'SQL database', 'Data modeling', 'management', 'Business excellence', 'Data mining']"," Should be able to work in the areas of Business Excellence, Data Analytics, Statistical..."
Data Analyst I - Analytics Reporting,Skill Lync,3.9,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Communication Skills', 'Customer Experience', 'Workforce Management', 'Contact Center', 'Data Analyst', 'Operations', 'Analytics', 'Wfm']", Proven experience with creating and maintaining Business /Operations daily performance ...
Data Analyst,Bloom Consulting Services,3.8,2-5 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['Data analysis', 'Data validation', 'Data management', 'Data modeling', 'Consulting', 'QlikView', 'VB', 'Data mining']", Should be result & detailed oriented and must have ability to multi task and work under...
Analyst (Data Science),Bloom Consulting Services,3.8,3-8 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['github', 'Version control', 'data science', 'SQL database', 'Agile development', 'control testing', 'Consulting', 'Machine learning']", What You Need for this Position You should have knowledge of: Core KPIsKey skills requi...
SAS Data Analyst,Diverse Lynx,2.7,2-6 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['SQL', 'Excel', 'SAS Analyst', 'SQL Server', 'Tableau', 'IT Skills', 'Data Analyst']"," Key skills: SAS Analyst SQL, Excel, Tableau, SQL Server"
Business Systems Analyst - Product Data Hub,SecureWorks,2.7,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Order management', 'VMware', 'ERP', 'Automation', 'Data analysis', 'SAP', 'Production support', 'Billing']", VMware (NYSE: VMW) is the global leader in virtualization solutions from the desktop to...
Data Analyst,Slice,4.7,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Analytical skills', 'Root cause analysis', 'Billing', 'Credit cards', 'data visualization', 'Medical insurance', 'Customer experience', 'Analytics']"," First and foremost, use first principles thinking, data and analytical skills to genera..."
Analyst - Data Integration,DataCore Software,4.7,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data Warehousing', 'Data Analytics', 'analytical', 'Azure', 'modelling', 'Waterfall', 'Governance', 'Analytics']"," DUTIES AND RESPONSABILITIES: Key responsibilities and duties include, but are not limit..."
Data Visualization Analyst,Unusual Hire,4.7,1-3 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['written', 'analytical', 'Communication', 'Graphics', 'Computer science', 'Analytical skills', 'Analyst', 'Administration']"," Bachelor s or Master s degree in Computer Science or related field, 1-3 year(s) of equi..."
Data Analyst,Unusual Hire,4.7,1-4 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['verbal communication', 'data analytics', 'written', 'relational databases', 'Computer science', 'Administration management', 'Data analysis', 'metadata']", Bachelor s degree from an accredited university or college in computer scienceWork expe...
E commerce Data Analyst,T & A Solutions,4.7,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Computer science', 'Analytical skills', 'Data analysis', 'business rules', 'E-commerce', 'Data Analyst', 'Advanced Excel', 'Customer service']", Perform ad hoc analysis as required Knowledge of data analysis using large data sets pr...
Data Analyst,Apna Recruiter,3.9,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Cloud Platforms', 'Customer Support', 'Data Analyst', 'Analytics', 'Sql']", Bachelors or Mastersdegree in CS / Maths or related fields
Data Governance analyst,CBSI India Pvt. Ltd.,3.5,1-3 Yrs,"4,00,000 - 6,00,000 PA.",Bangalore/Bengaluru,30+ Days Ago,"['communication', 'VBA', 'Advanced Excel', 'analytical', 'written', 'Macro', 'IT Skills', 'Quality Assurance']", Ability to problem solve and troubleshoot through complex issues and data sets Advanced...
Data Analyst,Eli Lilly and Company,4.3,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Business process', 'Performance tuning', 'Data analysis', 'data security', 'Process improvement', 'Integration testing', 'Healthcare', 'Data Analyst']", Medicines Development (MD) Information and Digital Solutions (IDS) serves as a strategi...
Analyst - Data,Wibmo,3.3,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Pivot Table', 'Monthly Reports', 'Mis', 'Data Extraction', 'Advanced Excel', 'Data Analyst', 'Tableau', 'Powerpoint']", Open to work in shifts Graduate degree with 2-5 years of experience in an MIS Reporting...
Data Analyst,CoStrategix Technologies Pvt. Ltd.,3.2,5-10 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['BPO', 'data analysis', 'Data validation', 'Agile', 'business rules', 'Data quality', 'Data Analyst', 'Informatica']", Should be hands on writing complex queries Should have scripting knowledge on either Py...
Data Analyst,LKQ COPERATION,3.8,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Business Intelligence', 'Bi', 'Data Analyst', 'Reporting', 'Data Governance']"," Job Description : Collects, analyzes and validates data in the enterprise data warehous..."
Data Analyst with Tableau and SQL,CriticalRiver Technologies Private Limited,4.2,NA,"15,00,000 - 25,00,000 PA.",,30+ Days Ago,"['data analysis', 'Tableau', 'sql', 'Advance SQL queries', 'communication', 'SAP', 'JIRA', 'data modeling']", Roles and Responsibilities Super Strong experience in SQL and Tableau.Experience in Pro...
Cargill - Data Analyst - Corporate Audit Domain  II,Cargill Business Services India Private Limited,4.2,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,29 Days Ago,"['python', 'data analysis', 'data analytics', 'data mining', 'knime', 'segmentation', 'sql', 'alteryx']", Shift : EMEA (12PM TO 9PM) Bachelors degree in a related field or equivalent experience...
Data Analyst,Target,4.3,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data analysis', 'Talent acquisition', 'Analytical', 'Data collection', 'Troubleshooting', 'Continuous improvement', 'Forecasting', 'Analytics']"," Role is about being passionate about data, analysis, metrics development, feature exper..."
Data Analyst,Wadhwani Foundation,3.4,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Head Business Development', 'Project management', 'MIS', 'Manager Program Management', 'Consulting', 'Data Analyst', 'Entrepreneur', 'Data mining']", Role Context: We are looking for a Data Analyst who will be working with the Program Ma...
data analyst,Etomate Technology LLP,3.4,2-7 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['Com', 'Relationship Executive', 'Excel', 'Star', 'Database', 'Data Analyst', 'Business intelligence', 'Macros']"," Should score at least 8 out of Macros not a mustAge, Qualification, Experience: As long..."
ETL Developer - Data and Reporting Analyst - 2,TeamPlus Staffing Solution Pvt Ltd,5,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data analysis', 'Prototype', 'Machine learning', 'Scrum', 'SSIS', 'Business intelligence', 'microsoft', 'Stakeholder management']", Experience developing dashboards using Tableau and MS Excel Experience conducting end-t...
Data Analyst,HotelHub,4.4,2-7 Yrs,Not disclosed,"Panaji/Panjim, Bangalore/Bengaluru",30+ Days Ago,"['verbal', 'written communications', 'Data Mapping', 'Excel', 'SQL', 'Agile', 'Data Analysis', 'Usage']", Bachelor or Master degree in Science or Information Technology or Engineering domain fr...
Data Analyst,CoinSwitch Kuber,4.8,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data Science', 'Google Analytics', 'Data Management', 'Data Analyst', 'Tableau', 'Data Warehousing', 'Etl', 'Python']"," What you will do Uses knowledge of business objectives, strategies, and needs to identi..."
data analyst,Talent Zone Consultant,4.8,2-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Computer science', 'Data analysis', 'Data management', 'Machine learning', 'business rules', 'Data quality', 'Business intelligence', 'Data mining']", Work with PAMA tools team and PA Data Analytics organization to get required data basis...
Data Operations Analyst,epiFi Technologies,4.8,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Python', 'AWS', 'Tableau', 'Data analysis', 'Automation', 'US GAAP', 'Data management']", Graduate with at least 2-3 years of work experience is a plusBachelor s degree in Econo...
Data / Operations Analyst,Tech Wynk It Solutions LLP,4.8,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Business process', 'Analytical skills', 'Operations Analyst', 'Interpersonal skills', 'Workflow', 'Channel management', 'power bi', 'Data analytics']", Proficient in Tableau and Microsoft Power BI Minimum 3 years as an analyst in a profess...
Revenue Ops Data Analyst,Trifacta,4.8,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Tableau', 'Salesforce', 'Jobs', 'Medical', 'Data Analyst', 'Machine Learning', 'Recruitment']", 4+ years work experience in configuring Salesforce and Marketo 2+ years work experience...
ETL Developer - Data and Reporting Analyst,TeamPlus Staffing Solution Pvt Ltd,5,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data analysis', 'Prototype', 'data science', 'Machine learning', 'Scrum', 'SSIS', 'Business intelligence', 'microsoft']", 3 years of experience directly related to the role 3 years End-to-End Microsoft BI Stac...
Data Analyst 1- 3 years experience,EmQos Embedded Engineering Pvt. Ltd.,2.3,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago,"['advanced excel', 'SQL', 'Pivot Table', 'Excel', 'VBA', 'Conditional Formatting', 'Data Analysis', 'vlookup']"," Proficient with SQL (ability to understand SQL queries, extract, and aggregate large da..."
Data Analyst,Portcast,2.3,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Cargo', 'Trade', 'Machine learning', 'market data', 'Data Analyst', 'Entrepreneur', 'Logistics']", as required
Data Analyst,SWIRE DIGITAL CENTRE PRIVATE LIMITED ,2.3,NA,"12,00,000 - 18,00,000 PA.",,30+ Days Ago,"['quality reporting', 'data quality', 'database maintenance', 'data analysis', 'Data Migration', 'redshift', 'power bi', 'SQL Server']"," Proficient in, or can quickly grasp applicable business processes and functionsCurrent ..."
Data Management Analyst,"E2open, LLC",3.8,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,20 Days Ago,"['verbal', 'written communication', 'data management', 'Excel', 'SQL', 'PLSQL', 'Microsoft Suite', 'Data conversion']"," Analyze data related to Global Trade received in different formats such as text, excel,..."
Data Analyst - Growth/Self Serve Analytics (Remote,AIRMEET NETWORKS PRIVATE LIMITED ,5,NA,Not disclosed,,18 Days Ago,"['Visualizing', 'data analysis', 'data analytics', 'Tableau', 'IT Skills', 'data interpretation', 'SQL']"," As a remote-first startup, we look for only the best of the best people around the worl..."
"DATA ANALYST, IMPACT MEASUREMENT AND MANAGEMENT",Upaya Social Ventures,5,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data management', 'Business analytics', 'Director', 'Data quality', 'Management', 'MS Office', 'Portfolio management', 'Information technology']", Project and Data Management for Impact Surveys: Support in all aspects of partner surve...
ETL Developer (Data and Reporting Analyst),TeamPlus Staffing Solution Pvt Ltd,5,5-10 Yrs,Not disclosed,"Delhi, Bengaluru",30+ Days Ago,"['Automation', 'Prototype', 'Data management', 'Scrum', 'SSIS', 'Business intelligence', 'microsoft', 'Stakeholder management']", Purpose of the role : The Data & Reporting team is responsible for Pacific operational ...
Data Analyst - Quantitative Support Team,TresVista Financial,5,1-2 Yrs,Not disclosed,"Mumbai, Pune, Bangalore/Bengaluru",30+ Days Ago,"['Data Research', 'Communication Skills', 'Financial Analysis', 'Excel', 'Time Management', 'Financial Research', 'Written Communication', 'Valuation']", Good time management and multi-tasking skills Graduate with 1 - 2 years of experience/ ...
Data Analyst,CINDREBAY SCHOOL OF FASHION & INTERIOR DESIGN,4.8,1-4 Yrs,Not disclosed,"Hyderabad/Secunderabad, Coimbatore, Thodupuzha, Trivandrum/Thiruvananthapuram, Kochi/Cochin, Kolkata, Cannanore/Kannur, Indore, Nagpur, Pune, Lucknow, Calicut/Kozhikode, Bangalore/Bengaluru",30+ Days Ago,"['Secondary Data', 'Database Design Development', 'Business Data Analyst', 'Data Collection Systems', 'Data Analysis', 'Data Mining', 'Information Management', 'Data Analytics']", We are looking to hire experienced & certified Data Analysts to join our data team who ...
Data Analyst,Borderless Access,4.2,1-4 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['Excel', 'Technical writing', 'Data Analyst', 'SPSS', 'Research', 'Analytics', 'Python']"," Create tabulation programs, data tables and other electronic outputs as required by ana..."
Data Analyst,6Sense,5,3-7 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['IT Skills', 'Testing', 'Data Science', 'Machine Learning', 'Big Data', 'Tableau', 'Data analysis', 'Venture capital']", Proficient with data processing flowcharting techniques 3 years of data analysis experi...
Data Analyst,Multi Recruit,4.5,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Bpo', 'Business Intelligence', 'Customer Service', 'Excel', 'Finance', 'Client Servicing', 'Business Development', 'Data Modeling']"," Roles and Responsibility Bachelors degree in Computer Science, Engineering, Operations ..."
Data Analyst,Rehoboth Academic Services,3.6,2-7 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['Excel', 'Report writing', 'Content writing', 'SEM', 'Data Analyst', 'MS Office', 'Statistics']", Experience in analysing quantitative and qualitative data using various statistical tools
Data Analyst,Magenta Power Pvt Ltd,3.5,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Secondary Data', 'Sas', 'Database Design Development', 'Business Data Analyst', 'Data Collection Systems', 'Data Mining', 'Process Improvement', 'Information Management']"," Bachelor s degree (In Mathematics, Economics, Computer Science, Information Management ..."
