Title,Company,Ratings,Experience,Salary,Location,Job_Post_History,Skills,Description
Analyst-Data Visualization,Accenture,4.1,3-5 Yrs,Not disclosed,Mumbai,28 Days Ago,"['IT Skills', 'Artificial Intelligence', 'Cloud', 'Tableau', 'Power BI', 'Publishing', 'Excel', 'Architecture']", Skill required: Data Visualization - Microsoft Power BI Designation: Analyst Job Locati...
Data Research Analyst,Morningstar,4.4,2-5 Yrs,Not disclosed,Mumbai,28 Days Ago,"['Process automation', 'Excel', 'Fixed income', 'Process improvement', 'Data collection', 'Data Research Analyst', 'Issue resolution', 'Data Analyst']", Experience working with Morningstar s internal database tools and data collection proce...
Junior / Senior Data Analyst,OPK eServices,3.4,7-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,"['IT Skills', 'Python', 'Testing', 'Machine Learning', 'Cloud', 'Tableau', 'Data Mining', 'Data Visualization']"," At least 7-10 years of experience in a position monitoring, managing, manipulating and ..."
"Big Data Engineer (Sr./Lead) (Hadoop, Spark)",Micron Tech,3.4,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,25 Days Ago,"['Hadoop', 'Big Data', 'Spark', 'Java', 'NoSQL', 'Web Technologies', 'MySQL', 'JavaScript']", Cloud Certification in GCP / AWS/Azure Minimum of 2 years experience in any of the foll...
Manager - Data Architect,Philips,4,10-15 Yrs,Not disclosed,Chennai,30+ Days Ago,"['Performance tuning', 'SAP', 'Production support', 'Consulting', 'Agile', 'Data structures', 'HTML', 'Scrum']", Responsibilities Lead Architect in building data solutions for complex business problem...
Sr. ML Engineer / Lead ML Engineer || Data & AI || MNC-IT,Wavelabs Technologies Private Limited ,4,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",26 Days Ago,"['python Libraries', 'Scikit learn', 'docker', 'Xgboost', 'Python', 'Azure', 'Exploratory Data Analysis', 'EDA']", Strong drive to learn and master new technologies and techniquesPrior experience of des...
Sr/Lead Data Engineer,RKSV Securities India Pvt. Ltd.,4,5-10 Yrs,Not disclosed,"Bangalore/Bengaluru, Mumbai (All Areas)",30+ Days Ago,"['python', 'hadoop', 'data engineering', 'spark', 'scala', 'airflow', 'aws', 'apache flink']", Collaborate with Devops & Infra team to build the infrastructure required for optimal e...
Big Data Developer,Maveric Systems Limited,3.8,NA,Not disclosed,,3 Days Ago,"['scala', 'hadoop', 'Spark', 'Data Warehousing', 'Linux Shell scripting', 'communication', 'software development', 'Kafka']", Proven experience in co-ordination of many dependencies and multiple demanding stakehol...
Data Science Manager- Mindtree NXT,Mindtree,4.1,9-14 Yrs,Not disclosed,Chennai,30+ Days Ago,"['data science', 'vision analytics', 'Predictive Analytics', 'People Management']"," Experience in building analytics projects from inception to delivery, including develop..."
Cloud Data Architecture Application Developer,Accenture,4.1,15-18 Yrs,Not disclosed,Chennai,30+ Days Ago,"['IT Skills', 'Cloud', 'AWS', 'Azure', 'Business process', 'Architecture', 'data security', 'GCP']", Additional Information : Must have Skills: Google Cloud Platform Architecture Good to H...
Cloud Data Architecture Application Developer,Accenture,4.1,15-18 Yrs,Not disclosed,Chennai,30+ Days Ago,"['IT Skills', 'Cloud', 'AWS', 'Azure', 'Business process', 'Architecture', 'data security', 'GCP']", Additional Information : Must have Skills: Google Cloud Platform Architecture Good to H...
Cloud Data Architecture Application Developer,Accenture,4.1,15-18 Yrs,Not disclosed,Chennai,30+ Days Ago,"['Analytical', 'GCP', 'Data level security', 'Communication', 'Google Cloud Platform Architecture', 'ETL', 'Data Lake', 'Datawarehouse']", Additional Information : Must have Skills: Google Cloud Platform Architecture Good to H...
Cloud Data Architecture Application Developer,Accenture,4.1,15-18 Yrs,Not disclosed,Chennai,30+ Days Ago,"['Azure Cloud', 'AWS', 'Google Cloud Platform Architecture', 'Analytical', 'Communication', 'IT Skills', 'Cloud', 'Azure']", Additional Information : Must have Skills: Google Cloud Platform Architecture Good to H...
ESG Junior Data Analyst (Mandarin Speaking),Institutional Shareholder Services,3.4,1-4 Yrs,Not disclosed,Mumbai,11 Days Ago,"['Root cause analysis', 'Environmental science', 'Business research', 'Business Finance', 'Analytical', 'Data collection', 'ISS', 'MS Office']", Willingness to work beyond traditional working hours / days as required by the business...
Azure Data Analys,Nihilent,3.7,5-10 Yrs,Not disclosed,"Kolkata, Pune, Chennai",30+ Days Ago,"['JavaScript', 'Azure SQL', 'data modelling', 'ETL frameworks', 'Power BI', 'XML', 'IT Skills', 'Azure']", Knowledge of statistics and experience using statistical packages for analysing dataset...
MIS Executive | Data Analyst,Megara InfoTech Pvt. Ltd. ,3.7,0-1 Yrs,"1,50,000 - 2,50,000 PA.","Noida, Meerut, Faridabad, Gurgaon/Gurugram, Jaipur, Delhi / NCR",13 Days Ago,"['MIS', 'Excel Dashboards', 'mis executive', 'VLOOKUP', 'Formulas', 'mis manager', 'Advanced Excel', 'Macros']", Practical Knowledge in MIS & Data Analyst. Knowledge in Advance Excel with Formulas. Kn...
Data Researcher /Research Analyst /Data consultant,IFINTALENT GLOBAL PVT LTD        ,3.7,0-4 Yrs,Not disclosed,Hyderabad/Secunderabad,27 Days Ago,"['data operations', 'excel', 'reference data', 'communication skills', 'trading', 'Broking', 'customer service', 'Equity']", 1 year of relevant experience is preferred Strong excel skills required 2 years of rele...
Data Engineer - Hadoop/DataLake,Hucon,3.7,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru",30+ Days Ago,"['SQL Server', 'TSQL', 'SQL', 'IT Skills', 'Testing', 'Oracle', 'DataLake', 'Hive']"," To succeed in this position, you must : - This technical position will be responsible f..."
Python Data Engineer,TRH Consultancy Services,3.7,11-15 Yrs,Not disclosed,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi / NCR",30+ Days Ago,"['Django', 'AWS', 'Python', 'IT Skills', 'Software Development', 'Javascript', 'Pandas', 'Numpy']", Job Description:* 5+ years of overall software development experience* Previous working...
Data Engineer - Java/Scala/Python,Corner Tree Consulting,3.7,5-9 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, delhi ncr",30+ Days Ago,"['Agile Methodologies', 'data engineer', 'Programming Languages', 'Mongo', 'MySQL', 'Scala', 'Spark', 'Java']"," Cloud Platforms (AWS, Azure, GCP), preferably GCP"
Data Engineer - ETL/Data Storage/Data Modeling,Exploro Solutions,3.7,4-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Jaipur, Bangalore/Bengaluru",8 Days Ago,"['Data Modeling', 'ETL', 'Data Storage', 'Unit Testing', 'Data Architecture', 'Spark DataBricks', 'Data Modelling', 'structures']", Should be an individual contributor as well as handling a team Should have basic experi...
Python Data Engineer,TRH Consultancy Services,3.7,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, New Delhi, Pune, Chennai, Coimbatore, Bangalore/Bengaluru",30+ Days Ago,"['Python frameworks', 'Django', 'Flask', 'Agile', 'Scrum', 'JavaScript', 'CSS3', 'Object Relational Mapper']"," Bachelors / master s degree in computer science, Engineering or a related subject 5+ ye..."
Data Engineer - Java/Scala/Python,Corner Tree Consulting,3.7,5-9 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Delhi / NCR, Bangalore/Bengaluru",30+ Days Ago,"['Java', 'Scala', 'Python', 'Mongo', 'MySQL', 'Spark', 'Big Query ML', 'Dataproc Hub']"," Cloud Platforms (AWS, Azure, GCP), preferably GCP"
Lead Data Engineer - Operational Analytics,SAVIYNT INDIA PRIVATE LIMITED,3.3,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,14 Days Ago,"['IT Skills', 'Cloud', 'AWS', 'Tableau', 'Salesforce', 'Azure', 'Business process', 'Process improvement']", 6 years experience developing and maintaining data warehouse solution Create and mainta...
Data engineer,TIGI HR Solution,3.3,2-5 Yrs,Not disclosed,"Kolkata, Nagpur, Pune, Gurgaon/Gurugram, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi,  Baroda",30+ Days Ago,"['Data engineer', 'programming language', 'communication skills', 'Java', 'Express', 'Kafka', 'Big Data', 'SQL']"," Job description: 2+ years of hands-on experience in delivering highly distributed, larg..."
Azure Data Engineer (ADF+ADB+Pyspark+SQL),TRH Consultancy Services,3.3,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi / NCR",18 Days Ago,"['Pyspark', 'Azure', 'SQL', 'Azure Data Engineer', 'ADF', 'data governance', 'enterprise data management', 'ADB']"," Design and implement modern data pipelines to extract, clean and process data in batch ..."
Data Analytic Engineer - Big Data/Hadoop,Serving Skill,3.3,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Chennai, Delhi / NCR, Bangalore/Bengaluru",19 Days Ago,"['HIVE', 'Spark', 'Python', 'Java', 'Hadoop', 'Big Data', 'HDFS', 'Kafka']", Roles and Responsibilities : Professional Summary : Senior Big Data Developer with comp...
Need immediate joiners - Data Engineer With Singlestore,Hucon Solutions,3.3,4-9 Yrs,Not disclosed,"Bhubaneswar, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",20 Days Ago,"['pandas', 'python', 'Singlestore', 'KeyStone framework', 'Big data', 'Cassandra', 'numpy', 'Spark']", Proficient understanding of code versioning tools Knowledge in the Big data technologie...
GCP Data Engineer / Lead / Architect - Pan India,SP Staffing Services Private Limited  ,3.3,5-10 Yrs,Not disclosed,"Ahmedabad, Chennai, Bangalore/Bengaluru",20 Days Ago,"['GCP', 'PySpark', 'Python', 'BigQuery', 'Spark', 'Java', 'IT Skills', 'Googlecloud']"," Experience: 4-15yrsGood Experience in GCP,"
GCP Data Engineer / Lead / Architect - Pan India,SP Staffing Services Private Limited  ,3.3,5-10 Yrs,Not disclosed,"Ahmedabad, Chennai, Bangalore/Bengaluru",20 Days Ago,"['GCP', 'PySpark', 'Python', 'Spark', 'BigQuery', 'Java', 'IT Skills', 'Googlecloud']"," Experience: 4-15yrsGood Experience in GCP,"
Bigdata Specialist- Data Engineer,cliqhr.com,3.3,5-8 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",22 Days Ago,"['Java', 'Javascript', 'Node.js', 'REST', 'Kafka', 'Junit', 'Hadoop', 'RESTful API']", Total 5-8 years of working experience Key Responsibilities: JavaScript: Needed for Adob...
Bigdata Specialist- Data Engineer,cliqhr.com,3.3,5-8 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",24 Days Ago,"['software development', 'Bigdata', 'RESTful APIs', 'REST', 'Java', 'Kafka', 'Junit', 'Hadoop']", Total 5-8 years of working experience Key Responsibilities: JavaScript: Needed for Adob...
Data Engineer - Java/Scala/Python,Corner Tree Consulting,3.3,5-9 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",27 Days Ago,"['Java', 'Scala', 'Python', 'IT Skills', 'Cloud', 'Elastic Search', 'Big Data', 'AWS']"," Cloud Platforms (AWS, Azure, GCP), preferably GCP"
Big Data Engineer - Python,Huquo Consulting Pvt. Ltd,3.3,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",27 Days Ago,"['Big Data', 'RDBMS', 'Python', 'Flink', 'Hive', 'Jenkins', 'sparkML', 'K8S']"," Role and responsibilities :- Project Management (50%)- Front Door (Requirements, Metada..."
Specialist- Data Engineer,cliqhr.com,3.3,5-8 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",30+ Days Ago,"['Hadoop', 'relational databases', 'Data warehousing', 'Scala', 'Spark', 'big data', 'agile reporting development', 'Analytics']"," Adept at multi-tasking and meeting deadlines in high-pressure environment, Also should ..."
Lead Data Engineer,Deutsche Bank,4.2,8-12 Yrs,Not disclosed,Pune,30+ Days Ago,"['Backend', 'Financial reporting', 'Analytical', 'Machine learning', 'Agile', 'Strategic planning', 'Business intelligence', 'Information technology']", Our Technology Data and Innovation (TDI) teams are responsible for the banks complete i...
Lead Data Engineer,Wells Fargo International Solutions Private Ltd,4.2,5-10 Yrs,Not disclosed,Serilingampalle,27 Days Ago,"['Azure', 'Hadoop', 'AWS', 'IT Skills', 'Python', 'Testing', 'Cloud', 'Oracle']"," Bachelor degree with 9+ yrs5+ years of Database Engineering experience, or equivalent d..."
Lead Data Engineer,Delhivery,4.2,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,"['Data analysis', 'Supply chain management', 'NoSQL', 'Data management', 'Architecture', 'Data processing', 'Analytics', 'Monitoring']", The Data Platform Engineering group is focused on using the latest technologies to deli...
Data Engineering Lead,Optum,4.1,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,4 Days Ago,"['Big data', 'Azure', 'SQL programming', 'Hadoop', 'ADF', 'Spark', 'ETL', 'communication']", Primary Responsibilities:Partner with business and solution architecture team to unders...
Data Engineering Lead,Optum,4.1,8-13 Yrs,Not disclosed,Hyderabad/Secunderabad,4 Days Ago,"['software development', 'Kubernetes services', 'ecosystem', 'Scala', 'Big Data', 'Yarn', 'HBase', 'Azure Data Factory']", Primary Responsibilities: Come up with architecture and design on various aspects like ...
Data Engineering Lead - DataStage,Optum,4.1,10-15 Yrs,Not disclosed,Hyderabad/Secunderabad,4 Days Ago,"['Data Engineering', 'Automation', 'DevOps', 'Agile teams', 'CI/CD', 'Scrum Framework', 'PBM Domain', 'ETL Development']", Good Knowledge on PBM Domain Perform Coding and unit testing independently and assist /...
Data Engineering Lead - DataStage,Optum,4.1,10-15 Yrs,Not disclosed,Hyderabad/Secunderabad,4 Days Ago,"['DataStage', 'Unix', 'Data Engineering', 'Agile', 'ETL', 'Oracle', 'Data Analytics', 'SQL']", Good Knowledge on PBM Domain Perform Coding and unit testing independently and assist /...
Data Centre - Lead Engineer,Deutsche Bank,4.2,7-10 Yrs,Not disclosed,Pune,30+ Days Ago,"['Capacity management', 'System architecture', 'Data analysis', 'Assurance', 'Electrical design', 'Architecture', 'Competitive analysis', 'Disaster recovery']"," Undergraduate degree from an accredited college or university, or equivalent and releva..."
Senior Data Engineer,Razorpay,4.1,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Java', 'Cloud', 'Big Data', 'AWS', 'metadata', 'NoSQL', 'cassandra']"," Build the infrastructure required for optimal extraction, transformation, and loading o..."
"Senior Software Engineer , Data Platform",Gojek,4.2,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Solution architecture', 'NoSQL', 'TDD', 'GCP', 'Agile', 'Programming', 'HTTP', 'Ruby']"," Well-versed with Agile methodologies, as well as writing unit tests and maintaining goo..."
Senior Data Engineer,DOFORT ,4.2,NA,"20,00,000 - 25,00,000 PA.",,27 Days Ago,"['Data Engineering', 'pySpark', 'Kafka', 'Quick sight', 'Python', 'AWS', 'Glue', 'Analytical']", Bachelors or Master s degree in computer science / math s / statistics or related field...
Senior Data Engineer,Nike India,4.5,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data Science', 'Dynamo Db', 'Computer Science', 'Big Data', 'Data Engineer', 'Spark', 'Data Warehousing', 'Aws']"," Experience working with Data warehousing tools, including Dynamo DB, SQL, Amazon Redshi..."
Sr Data Engineer (Hiring For MNC),Krazy Mantra HR Solutions Pvt. Ltd  ,4.5,5-8 Yrs,"14,00,000 - 19,00,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",25 Days Ago,"['Data Engineering', 'Etl / Elt', 'Python', 'Debugging', 'Hadoop', 'Spark', 'ETL', 'IT Skills']"," Advanced Spark Programming Skills, Python, Data Engineering ETL & ELT Skills. Exp in Ha..."
Senior Software Development Engineer - Data Engineering,Hotstar,2.9,4-8 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['Computer science', 'spark', 'Infrastructure', 'Data warehousing', 'SDLC', 'Analytics', 'SQL', 'Python']", Your Key Responsibilities You will work closely with Software Engineers & ML engineers ...
Sr. Solution Arch-Data Engg.,Microland,3.8,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['AML Pipeline', 'Machine Learning', 'AML Svc', 'CI / CD Pipeline', 'Cloud AIDevOpsMachine', 'Learning', 'IT Skills', 'Cloud']"," 8 - 12 Years expBanking , Capital Markets Financial ServicesAzure Cloud AIDevOpsMachine..."
Senior Data Engineer (Contractual) (Opening in MNC) (PAN India),Krazy Mantra HR Solutions Pvt. Ltd  ,3.8,5-8 Yrs,"14,00,000 - 16,00,000 PA.","Pune, Chennai, Bangalore/Bengaluru",7 Days Ago,"['Cloud Platforms', 'Spark Programming', 'Data Engineering', 'Etl / Elt', 'Python', 'Technical Design', 'Hadoop', 'Spark']"," Advanced Spark Programming, Python Skills, Data Engineering ETL&ELT, Expertise on Strea..."
Senior Software Development Engineer II - Data Engineering,Hotstar,2.9,7-10 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",30+ Days Ago,"['Computer science', 'Software Development Engineer II', 'spark', 'Infrastructure', 'Distribution network', 'SDLC', 'Analytics', 'SQL']"," As a Data Engineer in the Data Infrastructure team, you will build platforms and tools ..."
Advanced Data Analysis engineer,Siemens Gamesa Renewable Energy,4.3,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Procurement', 'Training', 'Data analysis', 'Siemens', 'MATLAB', 'Operations', 'Python', 'Logistics']"," Is responsible for the realization of the system with the required functionality, prepa..."
Senior Data Engineer - Python/ Java,Domain Crunchers,4.3,4-9 Yrs,Not disclosed,Delhi,8 Days Ago,"['IT Skills', 'Java', 'Python', 'PHP', 'Machine Learning', 'Cloud', 'Oracle', 'Docker']"," Primarily should have worked on the Data Lake, a petabyte-scale Data Warehouse with uni..."
Data Analyst/ Data Engineer || Service & Product Based || Pune,Sunrise Job Consultancy ,4.3,4-9 Yrs,"20,00,000 - 25,00,000 PA.",Pune,30+ Days Ago,"['Tableau', 'R', 'Python', 'SQL', 'Shell', 'data mining', 'Power BI', 'IT Skills']"," Technical expertise with data models, data mining, and segmentation techniques. Knowled..."
Senior Data Solution Engineer,Razorpay,4.1,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Java', 'Python', 'Big Data', 'Computer science', 'Performance tuning', 'Data modeling', 'Debugging']"," You should have good hands-on experience in designing, implementing, and operating stab..."
"Senior Software Engineer, Data Engineering",Poshmark,5,2-5 Yrs,Not disclosed,Chennai,30+ Days Ago,"['data science', 'Postgresql', 'SCALA', 'Data structures', 'Data processing', 'big data', 'Data warehousing', 'Analytics']", The Data Engineering team at Poshmark is looking for an experienced software engineer t...
Senior Data Analyst - Data Warehousing/ Business Intelligence,Future India Services,5,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,16 Days Ago,"['Business Intelligence', 'Data Analysis', 'Data Warehousing', 'Microstrategy', 'BI Reporting', 'R', 'Alteryx', 'Data Visualization']"," Required Skills and Experience : - Should have min 4+ Years experience Data Analysis, A..."
Senior Data Analyst - R/Python - BFSI,Huquo Consulting Pvt. Ltd,5,3-7 Yrs,Not disclosed,Noida,8 Days Ago,"['R', 'Data Management', 'Statistical Modeling', 'Data Mining', 'Data Modeling', 'Data Analytics', 'Machine Learning', 'Python']", Min 5 years of experience in a similar profileGood problem-solving skills
Senior Analyst - Data Analytics,Huquo Consulting Pvt. Ltd,5,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,8 Days Ago,"['Business Intelligence Tools', 'Retail Banking', 'Credit Card Domain', 'SAS', 'Data Analysis', 'Data Analytics', 'Statistics', 'Verbal Communication']", We are looking for candidates with prior work experience of 1-5 years in SAS. Experienc...
Big Data Engineer,Glowfin India Solutions,5,NA,Not disclosed,,30+ Days Ago,"['Map Reduce', 'Cassandra', 'HBase', 'data warehouse', 'AWS Glue', 'AWS services', 'Apache Nifi', 'Hadoop']", Experience with implementation of any data warehouse and data lakesExperience with impl...
Principal Data Engineer,IHS Markit,4.1,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Java', 'Python', 'Software Development', 'Testing', 'Cloud', 'Big Data', 'Computer science']"," Expertise in various big data technologies both open source and cloud native, AWS prefe..."
External Data Engineer,Kimberly-Clark Lever Limited,4.3,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,17 Days Ago,"['Procurement', 'Interpersonal skills', 'data science', 'Analytical', 'Agile', 'Data quality', 'big data', 'Data warehousing']", The External Data Engineer will be responsible for understanding External Data used at ...
Data Engineer - Flipkart AI Data Center,Flipkart,4.2,2-5 Yrs,"20,00,000 - 30,00,000 PA.",Bangalore/Bengaluru,19 Days Ago,"['Data Engineering', 'python', 'data modelling', 'hadoop.', 'Spark', 'SQL']"," Flipkart AI Center, DEFlipkart is Indias market leader in eCommerce with over 100 milli..."
Data Engineer,upGrad,3,4-9 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['Computer science', 'Product management', 'Data validation', 'Data modeling', 'Analytical', 'Data mining', 'Business intelligence', 'Digital marketing']", Role Summary We are looking for a Data Engineer to help us scale the existing data infr...
Staff Data Engineer,Visa,4.1,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,21 Days Ago,"['Computer science', 'SAS', 'Db2', 'Coding', 'MySQL', 'Agile', 'Selenium', 'Open source']"," Bachelor degree in a technical field such as computer science, computer engineering or ..."
Data Engineer,Jacobs,3.9,6-11 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",25 Days Ago,"['Azure Cloud', 'Data Lake', 'Data Bricks', 'Data Factory', 'Python', 'Azure', 'Synapse Analytics', 'microservices']", Roles and Responsibilities We have a unique and exciting opportunity to join the Digita...
Data Engineer II,Flipkart,4.2,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,27 Days Ago,"['Computer science', 'Performance tuning', 'Data modeling', 'Debugging', 'Agile', 'OLAP', 'Business intelligence', 'SDLC']"," You should have good hands-on experience in designing, implementing, and operating stab..."
Data Engineer I,Flipkart,4.2,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,27 Days Ago,"['Computer science', 'Performance tuning', 'Data modeling', 'Debugging', 'Agile', 'OLAP', 'Business intelligence', 'SDLC']"," You should have good hands-on experience in designing, implementing, and operating stab..."
Data Engineer (Pyspark),Wipro,3.9,NA,"10,00,000 - 20,00,000 PA.",,27 Days Ago,"['Pyspark', 'Big Data', 'Python', 'analytical', 'data mining', 'Java', 'SQL', 'IT Skills']", Shift timing - 12 PM to 9 PM a Masters is a plus Data engineering certification Skills ...
Data Engineer,AT and T Global Business Services India P. Ltd.,4.3,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Unix', 'Performance tuning', 'Linux', 'Shell scripting', 'Network engineering', 'Manager Technology', 'Troubleshooting', 'big data']", Impact and Influence: This position will interact on a consistent basis with architects...
Data Engineer Role at Genpact,Genpact,4,4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",5 Days Ago,"['Sagemaker', 'Spark', 'AWS']"," Build reusable frameworks, Model catalogues for batch and real-time predictions like Da..."
Software Engineer in Core Data,Uber,4.1,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['hive', 'Basic', 'spark', 'Debugging', 'Programming', 'Data analytics', 'big data', 'Distribution system']"," SQL knowledge, ability to understand, debug large scale Batch Data pipelinesBuild a sca..."
Opening  For Azure Data engineer  -Immediate-15 days,Xoriant,4.5,5-8 Yrs,"6,00,000 - 11,00,000 PA.","Pune, Bangalore/Bengaluru",1 Day Ago,"['Data Factory pipelines', 'Azure Data engineer', 'Azure Data Bricks', 'Python', 'Azure', 'Spark SQL', 'Microsoft Data', 'scikit']"," Programming experience in Python, Scala"
AWS Data Engineer,CHANGE LEADERS CONSULTING,4.5,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",1 Day Ago,"['Pyspark', 'Redshift', 'AWS', 'Dynamo DB', 'S3', 'Glue', 'AWS Data Migration', 'Lambda']", Only focus is on AWS services and tech stack.Other big data platforms wont add much val...
Data Science - Engineering Manager,Paytm,3.7,9-12 Yrs,Not disclosed,"New Delhi, Bangalore/Bengaluru",2 Days Ago,"['Computer science', 'data science', 'EDC', 'Machine learning', 'Research', 'Management', 'Continuous improvement', 'Operations']", Bachelors / Masters Degree in Computer Science or equivalent Preferred Qualification 9 ...
Data Engineer - Crux Intelligence,Fractal Analytics,4.1,2-5 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru",30+ Days Ago,"['Business Intelligence', 'Optimal Extraction', 'Scalability', 'Natural Language Processing', 'Data Engineer', 'Analytics', 'Python', 'Sql']"," Build the infrastructure required for optimal extraction, transformation, and loading o..."
Data Engineer II,Uber,4.1,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Performance tuning', 'Architecture', 'Data modeling', 'Coding', 'SCALA', 'Data processing', 'Data quality', 'Monitoring']"," What You Will Do Develop and automate large-scale, high-performance data processing sys..."
Azure Data Engineer,DXC Technology,3.8,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Interpersonal skills', 'Architecture', 'Project management', 'Analytical', 'Mentor', 'PLSQL', 'Data analytics', 'Management']", Should have client facing experienceShould have Offshore Delivery experienceShould have...
Concentrix  is hiring For Data Engineer (Immediate Joiner),Concentrix,4.1,4-8 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR",28 Days Ago,"['Pyspark', 'Spark', 'Data Modeling', 'Python', 'IT Skills', 'Big Data', 'Hive', 'Hadoop']", Bachelors Degree in Computer Science or related fieldLooking for Immediate Joiner only ...
Big Data Engineer,Impetus,3.8,2-5 Yrs,Not disclosed,"Noida, Indore, Gurgaon/Gurugram, Bangalore/Bengaluru",3 Days Ago,"['Dataframe', 'SparkSQL', 'SnowSQL', 'SparkQL', 'Spark Dataframe', 'Spark', 'Autosys', 'Python']", Degree - Graduates / Postgraduate in CSE or related field 5 Years of experience Good Kn...
Data Engineer: Big Data,IBM,4.1,7-9 Yrs,Not disclosed,"Bangalore/Bengaluru, Bengaluru/Bangalore",30+ Days Ago,"['IT Skills', 'Java', 'Python', 'Software Development', 'Cloud', 'DevOps', 'Big Data', 'Cloud computing']"," In-depth experience in modern data platform components such as the Hadoop, Hive, Pig, S..."
Azure Data Engineer,VAAKRUTHI SOFTWARE SOLUTIONS PRIVATE LIMITED,4.8,5-9 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",30+ Days Ago,"['Azure Data Factory', 'Azure Databricks', 'Azure Data Lake']"," Job role : Azure data engineer Skills : Azure data factory, data bricks, data lake Expe..."
Data Engineer,Accolite Software India Pvt Ltd,3.6,2-4 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",30+ Days Ago,"['Java', 'algorithms', 'Hadoop', 'hive', 'Scala', 'map reduce', 'spark', 'ETL architecture']", Good understanding of data structures and algorithms.Prior experience in building data ...
